Transaction_ID,Order_Date,Region,Category,Product,Customer_ID,Quantity,Unit_Price,Discount,Revenue,Cost,Profit
TXN-00101,2025-08-14,North,Accessories,Webcam,CUST-0128,4,108.35,0.1,390.06,308.74,81.32
TXN-00120,2025-08-14,North,Office Supplies,Pen Set,CUST-0107,4,54.77,0.0,219.08,127.61,91.47
TXN-00495,2025-08-14,North,Office Supplies,Stapler,CUST-0104,3,26.41,0.0,79.23,49.33,29.9
TXN-00300,2025-08-14,West,Electronics,Tablet,CUST-0075,4,521.14,0.0,2084.56,1445.22,639.34
TXN-00557,2025-08-14,North,Accessories,USB Hub,CUST-0084,6,170.72,0.05,973.1,604.15,368.95
TXN-00666,2025-08-15,South,Accessories,USB Hub,CUST-0134,6,77.26,0.0,463.56,278.04,185.52
TXN-00583,2025-08-15,North,Accessories,Webcam,CUST-0112,1,67.22,0.0,67.22,52.76,14.46
TXN-00299,2025-08-16,East,Office Supplies,Notebook,CUST-0098,3,28.96,0.1,78.19,49.4,28.79
TXN-00321,2025-08-16,East,Accessories,USB Hub,CUST-0032,6,27.95,0.1,150.93,113.73,37.2
TXN-00406,2025-08-16,East,Accessories,Headset,CUST-0048,3,88.06,0.0,264.18,151.65,112.53
TXN-00167,2025-08-16,East,Office Supplies,Pen Set,CUST-0080,7,76.8,0.1,483.84,322.4,161.44
TXN-00473,2025-08-17,West,Furniture,Desk,CUST-0015,3,447.03,0.1,1206.98,706.91,500.07
TXN-00743,2025-08-18,South,Electronics,Laptop,CUST-0061,7,892.28,0.0,6245.96,4445.24,1800.72
TXN-00648,2025-08-18,East,Office Supplies,Printer Paper,CUST-0133,3,50.18,0.1,135.49,85.73,49.76
TXN-00578,2025-08-19,North,Furniture,Desk,CUST-0078,2,493.16,0.15,838.37,678.73,159.64
TXN-00084,2025-08-19,East,Accessories,Mouse,CUST-0010,6,38.62,0.15,196.96,138.63,58.33
TXN-00664,2025-08-19,West,Furniture,Office Chair,CUST-0084,1,384.95,0.15,327.21,222.94,104.27
TXN-00192,2025-08-19,South,Office Supplies,Notebook,CUST-0086,4,33.51,0.05,127.34,98.49,28.85
TXN-00652,2025-08-20,South,Electronics,Tablet,CUST-0038,2,748.86,0.05,1422.83,1127.93,294.9
TXN-00489,2025-08-20,North,Electronics,Laptop,CUST-0146,1,435.15,0.15,369.88,239.17,130.71
TXN-00107,2025-08-20,East,Furniture,Desk,CUST-0081,7,473.47,0.15,2817.15,1960.05,857.1
TXN-00015,2025-08-21,East,Office Supplies,Printer Paper,CUST-0096,3,16.63,0.1,44.9,26.74,18.16
TXN-00254,2025-08-21,North,Accessories,Mouse,CUST-0011,1,98.72,0.0,98.72,55.09,43.63
TXN-00016,2025-08-21,West,Electronics,Monitor,CUST-0081,1,362.82,0.0,362.82,227.45,135.37
TXN-00072,2025-08-21,North,Furniture,Bookshelf,CUST-0101,4,326.47,0.1,1175.29,766.6,408.69
TXN-00067,2025-08-21,West,Furniture,Desk,CUST-0056,2,218.64,0.1,393.55,283.17,110.38
TXN-00635,2025-08-22,West,Electronics,Monitor,CUST-0130,3,252.11,0.05,718.51,413.13,305.38
TXN-00465,2025-08-23,East,Electronics,Monitor,CUST-0093,1,224.67,0.05,213.44,146.17,67.27
TXN-00139,2025-08-24,West,Accessories,Mouse,CUST-0139,6,68.78,0.05,392.05,300.05,92.0
TXN-00704,2025-08-24,East,Accessories,Webcam,CUST-0126,2,171.35,0.15,291.29,221.9,69.39
TXN-00117,2025-08-24,East,Electronics,Monitor,CUST-0120,6,480.79,0.1,2596.27,1755.53,840.74
TXN-00395,2025-08-25,South,Furniture,Filing Cabinet,CUST-0099,6,322.18,0.05,1836.43,1195.75,640.68
TXN-00712,2025-08-25,South,Office Supplies,Printer Paper,CUST-0093,7,17.41,0.0,121.87,71.81,50.06
TXN-00038,2025-08-26,South,Accessories,Mouse,CUST-0023,4,72.14,0.05,274.13,182.88,91.25
TXN-00721,2025-08-26,West,Accessories,USB Hub,CUST-0150,5,170.41,0.1,766.84,602.68,164.16
TXN-00344,2025-08-26,West,Office Supplies,Printer Paper,CUST-0037,2,65.58,0.15,111.49,72.41,39.08
TXN-00352,2025-08-27,North,Office Supplies,Notebook,CUST-0134,6,38.93,0.0,233.58,173.8,59.78
TXN-00423,2025-08-27,South,Accessories,USB Hub,CUST-0031,3,51.31,0.15,130.84,103.03,27.81
TXN-00738,2025-08-27,West,Accessories,Headset,CUST-0088,3,107.92,0.0,323.76,193.62,130.14
TXN-00605,2025-08-27,North,Office Supplies,Printer Paper,CUST-0044,6,43.94,0.1,237.28,139.05,98.23
TXN-00573,2025-08-27,East,Office Supplies,Pen Set,CUST-0143,3,41.62,0.0,124.86,95.57,29.29
TXN-00383,2025-08-27,West,Accessories,Webcam,CUST-0119,5,48.09,0.0,240.45,190.51,49.94
TXN-00256,2025-08-28,North,Electronics,Monitor,CUST-0084,7,866.9,0.05,5764.88,3571.65,2193.23
TXN-00328,2025-08-28,West,Furniture,Bookshelf,CUST-0002,3,135.32,0.15,345.07,248.02,97.05
TXN-00513,2025-08-29,North,Electronics,Monitor,CUST-0038,6,364.06,0.1,1965.92,1548.31,417.61
TXN-00494,2025-08-29,West,Electronics,Keyboard,CUST-0089,5,362.6,0.05,1722.35,1215.67,506.68
TXN-00051,2025-08-30,West,Furniture,Desk,CUST-0113,4,129.36,0.0,517.44,317.77,199.67
TXN-00197,2025-08-30,South,Accessories,USB Hub,CUST-0087,5,89.27,0.0,446.35,319.48,126.87
TXN-00005,2025-08-30,South,Electronics,Monitor,CUST-0081,5,346.24,0.15,1471.52,823.0,648.52
TXN-00258,2025-08-31,East,Electronics,Tablet,CUST-0051,2,661.37,0.05,1256.6,861.5,395.1
TXN-00556,2025-09-01,West,Accessories,USB Hub,CUST-0023,2,25.22,0.05,47.92,32.39,15.53
TXN-00497,2025-09-01,South,Accessories,USB Hub,CUST-0132,4,157.47,0.0,629.88,482.26,147.62
TXN-00586,2025-09-03,East,Office Supplies,Notebook,CUST-0029,7,78.38,0.15,466.36,362.9,103.46
TXN-00512,2025-09-04,West,Office Supplies,Stapler,CUST-0116,6,63.84,0.15,325.58,266.58,59.0
TXN-00429,2025-09-04,East,Electronics,Tablet,CUST-0073,2,198.55,0.0,397.1,251.05,146.05
TXN-00311,2025-09-05,East,Office Supplies,Printer Paper,CUST-0099,3,42.67,0.15,108.81,82.0,26.81
TXN-00338,2025-09-05,South,Accessories,Headset,CUST-0083,6,111.18,0.0,667.08,464.51,202.57
TXN-00063,2025-09-06,South,Electronics,Keyboard,CUST-0145,7,465.51,0.15,2769.78,1866.9,902.88
TXN-00065,2025-09-06,East,Office Supplies,Pen Set,CUST-0093,7,20.96,0.0,146.72,116.22,30.5
TXN-00493,2025-09-06,North,Furniture,Desk,CUST-0146,5,123.96,0.0,619.8,356.19,263.61
TXN-00039,2025-09-07,South,Furniture,Office Chair,CUST-0004,4,237.34,0.0,949.36,660.41,288.95
TXN-00092,2025-09-08,East,Furniture,Filing Cabinet,CUST-0114,1,255.95,0.1,230.36,143.96,86.4
TXN-00560,2025-09-08,South,Accessories,Mouse,CUST-0013,4,165.61,0.0,662.44,393.78,268.66
TXN-00455,2025-09-08,West,Office Supplies,Notebook,CUST-0089,1,35.65,0.0,35.65,23.35,12.3
TXN-00690,2025-09-09,South,Office Supplies,Printer Paper,CUST-0136,2,39.87,0.0,79.74,47.38,32.36
TXN-00553,2025-09-10,South,Accessories,Headset,CUST-0137,2,168.92,0.15,287.16,188.01,99.15
TXN-00042,2025-09-10,East,Furniture,Bookshelf,CUST-0135,7,213.97,0.05,1422.9,882.75,540.15
TXN-00564,2025-09-12,East,Accessories,USB Hub,CUST-0123,5,170.79,0.1,768.56,490.39,278.17
TXN-00396,2025-09-13,East,Accessories,Mouse,CUST-0084,3,126.01,0.0,378.03,233.7,144.33
TXN-00095,2025-09-14,South,Office Supplies,Stapler,CUST-0008,2,36.85,0.1,66.33,38.33,28.0
TXN-00313,2025-09-14,South,Furniture,Office Chair,CUST-0022,4,292.5,0.05,1111.5,898.32,213.18
TXN-00474,2025-09-15,West,Office Supplies,Notebook,CUST-0108,4,72.97,0.0,291.88,231.9,59.98
TXN-00260,2025-09-15,North,Electronics,Monitor,CUST-0127,4,392.43,0.0,1569.72,1205.81,363.91
TXN-00614,2025-09-16,West,Office Supplies,Stapler,CUST-0062,5,13.54,0.05,64.31,44.07,20.24
TXN-00424,2025-09-16,South,Accessories,USB Hub,CUST-0103,7,161.22,0.15,959.26,647.93,311.33
TXN-00728,2025-09-16,East,Office Supplies,Printer Paper,CUST-0050,3,26.94,0.05,76.78,56.44,20.34
TXN-00061,2025-09-16,East,Furniture,Filing Cabinet,CUST-0085,1,315.59,0.15,268.25,182.31,85.94
TXN-00681,2025-09-18,North,Electronics,Monitor,CUST-0092,6,554.54,0.1,2994.52,2218.79,775.73
TXN-00200,2025-09-18,South,Furniture,Filing Cabinet,CUST-0073,2,114.51,0.15,194.67,119.04,75.63
TXN-00086,2025-09-18,North,Office Supplies,Pen Set,CUST-0069,4,51.09,0.05,194.14,119.98,74.16
TXN-00078,2025-09-18,East,Furniture,Filing Cabinet,CUST-0143,2,420.15,0.0,840.3,488.64,351.66
TXN-00251,2025-09-19,South,Electronics,Monitor,CUST-0093,1,208.63,0.05,198.2,161.0,37.2
TXN-00581,2025-09-19,North,Electronics,Tablet,CUST-0025,2,530.93,0.15,902.58,606.77,295.81
TXN-00325,2025-09-19,West,Accessories,Mouse,CUST-0015,3,86.83,0.15,221.42,151.45,69.97
TXN-00184,2025-09-19,East,Furniture,Bookshelf,CUST-0035,7,437.6,0.05,2910.04,2024.6,885.44
TXN-00155,2025-09-21,East,Accessories,Mouse,CUST-0049,1,136.51,0.0,136.51,94.74,41.77
TXN-00689,2025-09-21,North,Furniture,Desk,CUST-0067,1,243.56,0.15,207.03,152.9,54.13
TXN-00616,2025-09-21,South,Furniture,Bookshelf,CUST-0036,2,309.52,0.0,619.04,462.06,156.98
TXN-00246,2025-09-21,South,Electronics,Laptop,CUST-0012,6,425.09,0.05,2423.01,1852.48,570.53
TXN-00245,2025-09-22,West,Electronics,Keyboard,CUST-0068,4,396.91,0.05,1508.26,1073.4,434.86
TXN-00166,2025-09-22,East,Electronics,Monitor,CUST-0044,2,525.01,0.05,997.52,690.47,307.05
TXN-00517,2025-09-22,East,Accessories,Headset,CUST-0127,6,26.15,0.05,149.05,111.06,37.99
TXN-00549,2025-09-24,South,Accessories,Headset,CUST-0034,5,168.48,0.15,716.04,411.75,304.29
TXN-00190,2025-09-24,South,Electronics,Tablet,CUST-0007,7,888.25,0.05,5906.86,3672.03,2234.83
TXN-00377,2025-09-25,South,Accessories,Headset,CUST-0055,1,171.62,0.0,171.62,125.66,45.96
TXN-00105,2025-09-25,North,Electronics,Laptop,CUST-0054,7,592.77,0.05,3941.92,2218.04,1723.88
TXN-00010,2025-09-25,South,Electronics,Keyboard,CUST-0101,7,403.91,0.1,2544.63,1785.15,759.48
TXN-00151,2025-09-25,East,Electronics,Monitor,CUST-0014,5,707.84,0.1,3185.28,2295.91,889.37
TXN-00231,2025-09-25,South,Accessories,USB Hub,CUST-0104,4,146.66,0.1,527.98,318.31,209.67
TXN-00544,2025-09-26,South,Accessories,Headset,CUST-0079,2,23.87,0.05,45.35,36.91,8.44
TXN-00633,2025-09-27,East,Office Supplies,Printer Paper,CUST-0057,6,49.73,0.15,253.62,195.62,58.0
TXN-00243,2025-09-27,South,Furniture,Bookshelf,CUST-0071,6,202.73,0.0,1216.38,944.71,271.67
TXN-00740,2025-09-28,East,Electronics,Laptop,CUST-0105,1,262.21,0.15,222.88,149.64,73.24
TXN-00427,2025-09-28,West,Furniture,Filing Cabinet,CUST-0043,1,320.68,0.1,288.61,223.3,65.31
TXN-00599,2025-09-30,West,Accessories,Mouse,CUST-0022,3,52.26,0.15,133.26,98.24,35.02
TXN-00511,2025-09-30,West,Accessories,USB Hub,CUST-0036,7,26.7,0.1,168.21,123.36,44.85
TXN-00540,2025-09-30,West,Electronics,Keyboard,CUST-0117,1,404.78,0.15,344.06,262.99,81.07
TXN-00045,2025-09-30,North,Furniture,Filing Cabinet,CUST-0009,1,456.12,0.0,456.12,355.19,100.93
TXN-00116,2025-10-01,West,Accessories,Webcam,CUST-0016,3,81.32,0.0,243.96,165.78,78.18
TXN-00679,2025-10-01,West,Accessories,Mouse,CUST-0116,3,166.81,0.05,475.41,295.19,180.22
TXN-00264,2025-10-02,North,Furniture,Filing Cabinet,CUST-0064,2,223.05,0.0,446.1,257.55,188.55
TXN-00750,2025-10-04,South,Electronics,Monitor,CUST-0070,2,716.57,0.1,1289.83,865.72,424.11
TXN-00412,2025-10-04,West,Electronics,Monitor,CUST-0104,5,435.69,0.1,1960.6,1571.46,389.14
TXN-00172,2025-10-04,South,Accessories,Mouse,CUST-0049,2,153.58,0.15,261.09,197.88,63.21
TXN-00037,2025-10-05,North,Office Supplies,Stapler,CUST-0094,4,16.65,0.15,56.61,31.84,24.77
TXN-00164,2025-10-06,East,Electronics,Tablet,CUST-0143,1,266.55,0.15,226.57,161.92,64.65
TXN-00643,2025-10-06,East,Furniture,Filing Cabinet,CUST-0013,4,264.88,0.0,1059.52,656.63,402.89
TXN-00318,2025-10-06,North,Electronics,Tablet,CUST-0138,6,573.62,0.05,3269.63,1846.53,1423.1
TXN-00370,2025-10-06,East,Furniture,Filing Cabinet,CUST-0070,4,394.09,0.0,1576.36,977.48,598.88
TXN-00430,2025-10-06,South,Office Supplies,Notebook,CUST-0112,7,74.02,0.05,492.23,293.44,198.79
TXN-00028,2025-10-07,North,Electronics,Monitor,CUST-0067,5,592.05,0.15,2516.21,1962.16,554.05
TXN-00611,2025-10-08,East,Furniture,Filing Cabinet,CUST-0002,3,120.75,0.05,344.14,194.4,149.74
TXN-00112,2025-10-09,North,Furniture,Desk,CUST-0082,7,372.92,0.05,2479.92,1646.36,833.56
TXN-00357,2025-10-09,North,Office Supplies,Notebook,CUST-0017,5,63.66,0.0,318.3,176.62,141.68
TXN-00235,2025-10-10,North,Electronics,Tablet,CUST-0009,1,201.14,0.1,181.03,108.73,72.3
TXN-00058,2025-10-10,North,Electronics,Laptop,CUST-0095,2,206.51,0.15,351.07,270.14,80.93
TXN-00349,2025-10-10,West,Furniture,Bookshelf,CUST-0055,1,228.59,0.1,205.73,125.15,80.58
TXN-00667,2025-10-10,West,Electronics,Monitor,CUST-0101,1,690.69,0.0,690.69,514.67,176.02
TXN-00046,2025-10-11,South,Office Supplies,Pen Set,CUST-0053,4,40.29,0.0,161.16,112.73,48.43
TXN-00206,2025-10-12,North,Furniture,Desk,CUST-0022,5,118.59,0.1,533.66,414.65,119.01
TXN-00669,2025-10-12,South,Accessories,Mouse,CUST-0032,6,170.72,0.05,973.1,728.25,244.85
TXN-00237,2025-10-13,South,Accessories,Mouse,CUST-0082,4,38.43,0.0,153.72,115.25,38.47
TXN-00734,2025-10-15,South,Accessories,Headset,CUST-0052,3,65.25,0.15,166.39,125.0,41.39
TXN-00692,2025-10-16,West,Electronics,Laptop,CUST-0020,5,595.57,0.0,2977.85,1927.26,1050.59
TXN-00727,2025-10-16,North,Furniture,Office Chair,CUST-0015,2,271.69,0.05,516.21,346.61,169.6
TXN-00684,2025-10-17,South,Office Supplies,Printer Paper,CUST-0025,1,20.01,0.15,17.01,9.78,7.23
TXN-00558,2025-10-18,East,Furniture,Office Chair,CUST-0139,6,227.08,0.0,1362.48,785.97,576.51
TXN-00515,2025-10-18,North,Accessories,Headset,CUST-0094,2,22.6,0.15,38.42,26.45,11.97
TXN-00183,2025-10-19,North,Office Supplies,Printer Paper,CUST-0055,5,75.46,0.1,339.57,262.43,77.14
TXN-00661,2025-10-19,North,Office Supplies,Notebook,CUST-0060,6,65.76,0.15,335.38,238.21,97.17
TXN-00279,2025-10-19,North,Electronics,Laptop,CUST-0035,7,282.85,0.1,1781.96,1405.6,376.36
TXN-00437,2025-10-20,North,Office Supplies,Stapler,CUST-0029,4,23.57,0.0,94.28,71.2,23.08
TXN-00365,2025-10-22,West,Furniture,Filing Cabinet,CUST-0134,1,167.04,0.15,141.98,85.56,56.42
TXN-00501,2025-10-23,West,Office Supplies,Notebook,CUST-0130,7,71.81,0.1,452.4,366.77,85.63
TXN-00407,2025-10-23,North,Office Supplies,Pen Set,CUST-0119,2,14.65,0.15,24.9,15.53,9.37
TXN-00434,2025-10-25,West,Accessories,Mouse,CUST-0111,4,132.06,0.1,475.42,357.94,117.48
TXN-00746,2025-10-25,West,Office Supplies,Notebook,CUST-0030,3,76.97,0.0,230.91,146.73,84.18
TXN-00308,2025-10-26,North,Accessories,Headset,CUST-0039,2,133.52,0.1,240.34,147.24,93.1
TXN-00126,2025-10-28,West,Furniture,Office Chair,CUST-0147,3,226.08,0.0,678.24,507.43,170.81
TXN-00209,2025-10-29,East,Office Supplies,Stapler,CUST-0012,2,47.9,0.05,91.01,70.7,20.31
TXN-00154,2025-10-30,East,Office Supplies,Printer Paper,CUST-0020,3,40.31,0.0,120.93,80.58,40.35
TXN-00168,2025-10-30,North,Accessories,Webcam,CUST-0125,1,94.07,0.1,84.66,48.88,35.78
TXN-00420,2025-10-30,North,Furniture,Filing Cabinet,CUST-0135,6,355.69,0.05,2027.43,1577.57,449.86
TXN-00374,2025-10-31,North,Office Supplies,Printer Paper,CUST-0099,6,58.84,0.1,317.74,246.57,71.17
TXN-00404,2025-11-01,North,Office Supplies,Printer Paper,CUST-0038,7,51.01,0.15,303.51,192.95,110.56
TXN-00033,2025-11-01,West,Furniture,Desk,CUST-0103,7,133.37,0.15,793.55,643.27,150.28
TXN-00575,2025-11-01,West,Office Supplies,Notebook,CUST-0016,4,67.51,0.1,243.04,187.66,55.38
TXN-00031,2025-11-02,North,Accessories,Mouse,CUST-0142,4,122.24,0.15,415.62,273.12,142.5
TXN-00481,2025-11-02,West,Electronics,Laptop,CUST-0025,4,268.76,0.1,967.54,712.59,254.95
TXN-00658,2025-11-03,North,Electronics,Tablet,CUST-0131,4,617.6,0.05,2346.88,1687.98,658.9
TXN-00401,2025-11-04,North,Furniture,Bookshelf,CUST-0136,1,396.57,0.15,337.08,251.34,85.74
TXN-00659,2025-11-05,West,Office Supplies,Notebook,CUST-0109,6,56.19,0.15,286.57,189.95,96.62
TXN-00691,2025-11-06,North,Office Supplies,Pen Set,CUST-0009,2,34.05,0.15,57.88,43.22,14.66
TXN-00419,2025-11-06,North,Office Supplies,Notebook,CUST-0026,1,9.21,0.05,8.75,6.43,2.32
TXN-00662,2025-11-07,West,Office Supplies,Pen Set,CUST-0023,2,15.62,0.0,31.24,18.8,12.44
TXN-00052,2025-11-08,North,Furniture,Office Chair,CUST-0147,6,490.72,0.15,2502.67,1733.05,769.62
TXN-00384,2025-11-09,West,Office Supplies,Stapler,CUST-0042,5,12.83,0.0,64.15,46.88,17.27
TXN-00641,2025-11-09,East,Electronics,Tablet,CUST-0040,4,696.51,0.1,2507.44,1384.93,1122.51
TXN-00284,2025-11-09,North,Furniture,Bookshelf,CUST-0114,1,444.11,0.05,421.9,240.22,181.68
TXN-00693,2025-11-09,East,Furniture,Filing Cabinet,CUST-0011,2,212.47,0.0,424.94,238.03,186.91
TXN-00706,2025-11-10,East,Electronics,Keyboard,CUST-0075,6,373.58,0.1,2017.33,1187.97,829.36
TXN-00238,2025-11-10,East,Electronics,Tablet,CUST-0016,6,711.41,0.0,4268.46,2493.17,1775.29
TXN-00267,2025-11-11,North,Office Supplies,Notebook,CUST-0018,6,34.67,0.1,187.22,147.88,39.34
TXN-00165,2025-11-12,North,Electronics,Laptop,CUST-0074,1,572.89,0.15,486.96,355.68,131.28
TXN-00519,2025-11-14,West,Furniture,Bookshelf,CUST-0039,2,96.36,0.0,192.72,144.45,48.27
TXN-00145,2025-11-14,East,Office Supplies,Stapler,CUST-0041,7,51.02,0.1,321.43,232.64,88.79
TXN-00333,2025-11-15,South,Electronics,Laptop,CUST-0082,2,504.08,0.15,856.94,564.7,292.24
TXN-00187,2025-11-17,South,Accessories,Headset,CUST-0149,6,39.15,0.0,234.9,136.92,97.98
TXN-00417,2025-11-17,North,Office Supplies,Printer Paper,CUST-0017,6,13.5,0.15,68.85,44.61,24.24
TXN-00310,2025-11-18,East,Accessories,USB Hub,CUST-0009,3,162.62,0.0,487.86,283.93,203.93
TXN-00448,2025-11-18,West,Accessories,Mouse,CUST-0065,4,153.93,0.1,554.15,399.25,154.9
TXN-00336,2025-11-18,South,Electronics,Monitor,CUST-0100,6,874.81,0.15,4461.53,3156.8,1304.73
TXN-00649,2025-11-19,East,Electronics,Monitor,CUST-0037,4,739.31,0.0,2957.24,2033.02,924.22
TXN-00248,2025-11-20,East,Electronics,Monitor,CUST-0105,1,198.1,0.05,188.2,142.83,45.37
TXN-00598,2025-11-20,North,Electronics,Keyboard,CUST-0006,6,438.24,0.05,2497.97,1943.7,554.27
TXN-00441,2025-11-20,North,Accessories,Headset,CUST-0085,5,176.25,0.05,837.19,539.98,297.21
TXN-00265,2025-11-21,West,Furniture,Filing Cabinet,CUST-0120,4,315.07,0.05,1197.27,815.47,381.8
TXN-00217,2025-11-21,North,Accessories,Mouse,CUST-0109,2,152.23,0.0,304.46,224.8,79.66
TXN-00717,2025-11-22,East,Electronics,Tablet,CUST-0127,7,694.48,0.0,4861.36,3026.3,1835.06
TXN-00710,2025-11-22,East,Electronics,Monitor,CUST-0067,7,845.75,0.0,5920.25,4419.12,1501.13
TXN-00602,2025-11-23,North,Accessories,Headset,CUST-0041,2,89.13,0.0,178.26,112.97,65.29
TXN-00125,2025-11-24,East,Electronics,Keyboard,CUST-0040,2,563.47,0.0,1126.94,878.82,248.12
TXN-00054,2025-11-26,West,Accessories,USB Hub,CUST-0060,6,46.04,0.05,262.43,171.85,90.58
TXN-00064,2025-11-26,North,Accessories,USB Hub,CUST-0111,5,119.51,0.15,507.92,326.2,181.72
TXN-00622,2025-11-27,West,Furniture,Filing Cabinet,CUST-0016,4,283.1,0.15,962.54,659.5,303.04
TXN-00703,2025-11-28,East,Electronics,Tablet,CUST-0122,1,403.93,0.1,363.54,249.53,114.01
TXN-00180,2025-11-29,North,Office Supplies,Stapler,CUST-0140,1,38.43,0.15,32.67,21.03,11.64
TXN-00697,2025-11-29,East,Office Supplies,Pen Set,CUST-0143,1,41.83,0.15,35.56,27.25,8.31
TXN-00695,2025-11-29,West,Office Supplies,Printer Paper,CUST-0093,3,70.51,0.15,179.8,127.84,51.96
TXN-00152,2025-11-30,South,Office Supplies,Notebook,CUST-0084,5,15.01,0.05,71.3,49.13,22.17
TXN-00362,2025-12-01,West,Accessories,Mouse,CUST-0062,3,135.32,0.15,345.07,196.19,148.88
TXN-00131,2025-12-01,South,Electronics,Laptop,CUST-0145,6,854.8,0.0,5128.8,3888.48,1240.32
TXN-00569,2025-12-02,West,Accessories,Mouse,CUST-0063,7,158.47,0.05,1053.83,790.41,263.42
TXN-00127,2025-12-02,West,Accessories,Mouse,CUST-0007,3,130.08,0.05,370.73,214.5,156.23
TXN-00453,2025-12-03,North,Office Supplies,Printer Paper,CUST-0005,5,14.8,0.1,66.6,45.6,21.0
TXN-00024,2025-12-04,South,Furniture,Bookshelf,CUST-0136,5,379.12,0.15,1611.26,1045.62,565.64
TXN-00343,2025-12-04,South,Office Supplies,Stapler,CUST-0091,4,22.42,0.0,89.68,55.46,34.22
TXN-00257,2025-12-04,South,Furniture,Filing Cabinet,CUST-0076,6,358.32,0.15,1827.43,1375.72,451.71
TXN-00686,2025-12-05,South,Furniture,Bookshelf,CUST-0123,5,433.87,0.1,1952.42,1253.56,698.86
TXN-00081,2025-12-05,East,Furniture,Desk,CUST-0032,6,448.42,0.1,2421.47,1798.48,622.99
TXN-00302,2025-12-05,East,Electronics,Laptop,CUST-0057,4,459.48,0.15,1562.23,1001.52,560.71
TXN-00379,2025-12-05,North,Accessories,Webcam,CUST-0142,4,110.65,0.0,442.6,343.5,99.1
TXN-00561,2025-12-05,North,Office Supplies,Printer Paper,CUST-0002,3,73.25,0.05,208.76,136.07,72.69
TXN-00709,2025-12-06,West,Furniture,Office Chair,CUST-0102,4,189.79,0.15,645.29,498.46,146.83
TXN-00014,2025-12-06,South,Furniture,Bookshelf,CUST-0116,2,229.65,0.1,413.37,275.02,138.35
TXN-00159,2025-12-06,East,Accessories,Headset,CUST-0008,5,41.79,0.0,208.95,120.22,88.73
TXN-00410,2025-12-06,West,Office Supplies,Pen Set,CUST-0084,7,39.68,0.1,249.98,160.58,89.4
TXN-00179,2025-12-08,South,Furniture,Bookshelf,CUST-0036,4,314.27,0.15,1068.52,755.15,313.37
TXN-00320,2025-12-09,South,Furniture,Desk,CUST-0118,6,186.18,0.15,949.52,753.47,196.05
TXN-00488,2025-12-09,West,Furniture,Desk,CUST-0026,4,246.32,0.1,886.75,624.61,262.14
TXN-00656,2025-12-09,North,Furniture,Filing Cabinet,CUST-0093,1,100.8,0.15,85.68,59.66,26.02
TXN-00490,2025-12-09,East,Electronics,Laptop,CUST-0135,1,323.15,0.1,290.83,161.94,128.89
TXN-00678,2025-12-10,South,Office Supplies,Printer Paper,CUST-0065,5,79.99,0.05,379.95,224.96,154.99
TXN-00198,2025-12-10,North,Office Supplies,Notebook,CUST-0017,4,11.0,0.1,39.6,28.83,10.77
TXN-00266,2025-12-10,East,Office Supplies,Stapler,CUST-0006,5,10.23,0.05,48.59,31.91,16.68
TXN-00705,2025-12-12,West,Furniture,Bookshelf,CUST-0137,3,286.14,0.15,729.66,510.2,219.46
TXN-00460,2025-12-12,West,Office Supplies,Printer Paper,CUST-0011,7,14.19,0.1,89.4,72.72,16.68
TXN-00539,2025-12-12,West,Furniture,Office Chair,CUST-0019,2,483.85,0.05,919.32,733.3,186.02
TXN-00202,2025-12-13,West,Furniture,Desk,CUST-0017,5,394.19,0.1,1773.86,996.57,777.29
TXN-00671,2025-12-14,East,Office Supplies,Stapler,CUST-0101,3,44.7,0.15,113.99,80.8,33.19
TXN-00364,2025-12-14,East,Accessories,Headset,CUST-0062,5,85.3,0.05,405.17,308.39,96.78
TXN-00478,2025-12-14,North,Office Supplies,Stapler,CUST-0084,6,76.57,0.15,390.51,303.26,87.25
TXN-00097,2025-12-15,West,Electronics,Laptop,CUST-0067,7,362.8,0.0,2539.6,1945.28,594.32
TXN-00385,2025-12-16,North,Office Supplies,Printer Paper,CUST-0138,3,20.1,0.05,57.28,35.66,21.62
TXN-00068,2025-12-16,East,Office Supplies,Pen Set,CUST-0127,5,14.09,0.15,59.88,36.32,23.56
TXN-00651,2025-12-17,South,Electronics,Tablet,CUST-0115,2,254.62,0.05,483.78,354.93,128.85
TXN-00007,2025-12-17,West,Office Supplies,Pen Set,CUST-0024,6,31.42,0.05,179.09,124.6,54.49
TXN-00012,2025-12-18,East,Electronics,Keyboard,CUST-0013,5,546.17,0.1,2457.76,1486.52,971.24
TXN-00350,2025-12-18,North,Accessories,Headset,CUST-0109,2,67.57,0.0,135.14,88.66,46.48
TXN-00314,2025-12-20,West,Electronics,Laptop,CUST-0147,5,490.59,0.15,2085.01,1573.91,511.1
TXN-00470,2025-12-21,East,Office Supplies,Stapler,CUST-0030,7,75.65,0.1,476.6,326.79,149.81
TXN-00462,2025-12-21,West,Accessories,Webcam,CUST-0102,4,91.92,0.0,367.68,271.76,95.92
TXN-00129,2025-12-22,South,Furniture,Office Chair,CUST-0098,5,161.12,0.0,805.6,580.51,225.09
TXN-00219,2025-12-22,South,Furniture,Filing Cabinet,CUST-0060,6,288.51,0.05,1644.51,929.91,714.6
TXN-00323,2025-12-23,South,Electronics,Laptop,CUST-0123,7,546.4,0.15,3251.08,1946.27,1304.81
